2024-11-26 1011.1 1006.1
2024-11-27 1006.1 996.2
2024-11-28 1001.2 1001.2
2024-11-29 991.2 992.2
2024-12-02 1016.1 1031.0
2024-12-03 1055.9 1051.0
2024-12-04 1060.9 1065.9
2024-12-05 1065.9 1070.9
2024-12-06 1070.9 1060.9
2024-12-09 1065.9 1070.9
2024-12-10 1065.9 1060.9
2024-12-11 1041.0 1041.0
2024-12-12 1060.0 1060.0
2024-12-13 1060.0 1065.0
2024-12-16 1085.0 1085.0
2024-12-17 1090.0 1075.0
2024-12-18 1075.0 1085.0
2024-12-19 1065.0 1070.0
2024-12-20 1060.0 1035.0
2024-12-23 1065.0 1080.0
2024-12-24 1095.0 1080.0
2024-12-25 1090.0 1085.0
2024-12-26 1085.0 1085.0
2024-12-27 1080.0 1090.0
2024-12-30 1090.0 1090.0
2024-12-31 1080.0 1075.0
2025-01-02 1070.0 1065.0
2025-01-03 1080.0 1075.0
2025-01-06 1100.0 1125.0
2025-01-07 1150.0 1130.0
2025-01-08 1110.0 1105.0
2025-01-09 1100.0 1100.0
2025-01-10 1100.0 1100.0
2025-01-13 1110.0 1075.0
2025-01-14 1085.0 1090.0
2025-01-15 1085.0 1065.0
2025-01-16 1095.0 1105.0
2025-01-17 1125.0 1120.0
2025-01-20 1125.0 1120.0
2025-01-21 1115.0 1120.0
2025-01-22 1140.0 1135.0
2025-02-03 1065.0 1070.0
2025-02-04 1085.0 1095.0
2025-02-05 1110.0 1110.0
2025-02-06 1120.0 1115.0
2025-02-07 1110.0 1125.0
2025-02-10 1125.0 1105.0
2025-02-11 1110.0 1110.0
2025-02-12 1110.0 1100.0
2025-02-13 1090.0 1090.0
2025-02-14 1065.0 1060.0
2025-02-17 1065.0 1085.0
2025-02-18 1085.0 1100.0
2025-02-19 1090.0 1090.0
2025-02-20 1080.0 1080.0
2025-02-21 1085.0 1095.0
2025-02-24 1080.0 1075.0
2025-02-25 1055.0 1055.0
2025-02-26 1045.0 1060.0
2025-02-27 1065.0 1040.0
